latitude,longitude,closed_date,creation_date,borough,dataset_name,incident_type,location,source_city,source_url
40.734279,-73.7795115,,2019-11-23T23:18:18.000,Queens,Emergency Response Incidents,Utility-Water Main,73rd Avenue & 193rd Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.80810448882693,-73.9636467788011,,2019-11-23T07:15:16.000,Manhattan,Emergency Response Incidents,Fire-10-76 (Commercial High Rise Fire),120 Broadway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.84027204108713,-73.87025070647482,,2017-08-18T16:51:18.000,Bronx,Emergency Response Incidents,Structural-Street Collapse,1622 Adams Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.81443510684409,-73.95599463033051,2017-08-15T19:48:53.000,2017-08-15T11:55:01.000,Manhattan,Emergency Response Incidents,Structural-Other,508 West 126 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.84027204108713,-73.87025070647482,,2017-08-18T16:51:18.000,Bronx,Emergency Response Incidents,Structural-Street Collapse,1622 Adams Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.79335365944375,-73.9454271248775,,2017-08-21T11:38:11.000,Manhattan,Emergency Response Incidents,Fire-Other,1729 Lexington Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.766193,-73.97955,,2019-12-18T10:50:43.000,Manhattan,Emergency Response Incidents,Structural-Falling Debris,West 58th Street  & 7th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.617045000000005,-74.14710299999999,,2019-11-20T05:25:42.000,Staten Island,Emergency Response Incidents,Utility-Water Main,Watchogue Road and Hawthorne Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.761639,-73.9865295,,2019-11-18T17:25:37.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,West 49th Street  & 8th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64863500000001,-74.006847,,2019-11-24T06:14:27.000,Brooklyn,Emergency Response Incidents,Utility-Water Main,4320 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73960510407413,-73.9765115636795,,2019-08-13T10:28:06.000,Manhattan,Emergency Response Incidents,HazMat-Other,462 1st avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.7624606672115,-73.97424936286971,,2018-07-27T18:07:56.000,new york,Emergency Response Incidents,Law Enforcement-Suspicious Package,725 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.81967091672924,-73.84821524277184,,2018-07-06T12:20:27.000,Bronx,Emergency Response Incidents,Utility-Other,"625 Castle Hill Avenue, Bronx, NY",cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.83122913711119,-73.93037144269714,,2019-07-26T00:00:21.000,Bronx,Emergency Response Incidents,Fire-4th Alarm,917 Ogden Avenue (BX),cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71725173567444,-73.98789547742892,,2019-10-21T10:07:20.000,Manhattan,Emergency Response Incidents,Fire-Collapse,60 Norfolk Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61386341104509,-73.95735567903502,,2019-06-13T04:22:10.000,Brooklyn,Emergency Response Incidents,Fire-4th Alarm,1488 East 17th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.57480799999999,-73.97344799999999,,2019-07-11T13:45:12.000,Brooklyn,Emergency Response Incidents,Law Enforcement-Other,West 5 Street  & Surf Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.87854737552654,-73.90074761824106,,2018-05-13T12:07:17.000,Bronx,Emergency Response Incidents,Structural-Partial Collapse,3111 Heath Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.76584284710218,-73.95715140420253,,2019-12-25T12:10:12.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,409 East 69th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.5985650133302,-73.75277644298559,,2019-12-10T08:45:12.000,Queens,Emergency Response Incidents,Utility-Water Main,327 Beach 19th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.5985650133302,-73.75277644298559,,2019-12-12T08:57:53.000,Queens,Emergency Response Incidents,Utility-Other,327 Beach 19th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.731872170806405,-73.98400601319916,,2019-12-09T14:21:45.000,Manhattan,Emergency Response Incidents,Law Enforcement-Suspicious Package,322 east 14 street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.589901,-73.80747,,2019-12-12T07:36:42.000,Queens,Emergency Response Incidents,Utility-Water Main,Beach 81 Street  & Beach Channel Drive,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.75018796197129,-73.97191430792324,,2017-09-15T14:37:12.000,Manhattan,Emergency Response Incidents,Law Enforcement-Suspicious Package,800 2 Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.589901,-73.80747,,2019-12-12T07:36:42.000,Queens,Emergency Response Incidents,Utility-Water Main,Beach 81 Street  & Beach Channel Drive,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.85053252400602,-73.90891950415494,,2017-09-27T06:44:58.000,Bronx,Emergency Response Incidents,Fire-5th Alarm,1920 Walton Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.79335365944375,-73.9454271248775,,2017-08-21T11:38:11.000,Manhattan,Emergency Response Incidents,Fire-Other,1729 Lexington Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.731872170806405,-73.98400601319916,,2019-12-09T14:21:45.000,Manhattan,Emergency Response Incidents,Law Enforcement-Suspicious Package,322 east 14 street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.78499400000001,-73.94091300000001,,2017-09-28T19:44:57.000,Manhattan,Emergency Response Incidents,Structural-Street Collapse,FDR Drive & East 14th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.638462631975294,-74.08071906382372,,2018-09-12T05:42:45.000,Staten Island,Emergency Response Incidents,Structural-Partial Collapse,109 Sherman Ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.865725823730216,-73.92321583015469,,2019-08-19T11:35:02.000,Manhattan,Emergency Response Incidents,Fire-2nd Alarm,71 Vermilyea Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.72838802331353,-73.94309536831317,,2019-08-01T00:55:54.000,Brooklyn,Emergency Response Incidents,Fire-4th Alarm,259 Monitor Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.68676165139368,-73.98453384638462,,2018-02-22T12:44:04.000,Brooklyn,Emergency Response Incidents,Law Enforcement-Other,410 Atlantic Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71260968549858,-73.83408588450024,,2018-02-10T16:44:26.000,Queens,Emergency Response Incidents,Structural-Stability Problem,118-18 Union Turnpike,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.72001616902305,-74.0012893591379,,2018-02-16T14:04:45.000,New York,Emergency Response Incidents,Structural-Falling Debris,434 Broadway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74862336580302,-73.78334184736558,,2018-09-07T11:55:20.000,Queens,Emergency Response Incidents,Fire-Haz Mat,50-18 196th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.76192518789317,-73.98368597264711,2018-08-28T19:04:48.000,2018-08-16T22:59:07.000,Manhattan,Emergency Response Incidents,HazMat-High Carbon Monoxide,1650 Broadway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82134655736019,-73.95795374268586,,2018-09-14T09:49:55.000,Manhattan,Emergency Response Incidents,Utility-Water Main,701 West 135 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74862336580302,-73.78334184736558,,2018-09-07T11:55:20.000,Queens,Emergency Response Incidents,Fire-Haz Mat,50-18 196th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64821698860304,-73.99890693479128,,2018-09-12T14:09:41.000,Brooklyn,Emergency Response Incidents,Fire-Collapse,714 39th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.57881300000001,-73.9862775,2018-08-13T12:55:58.000,2018-08-11T21:12:15.000,Brooklyn,Emergency Response Incidents,Transportation-Other,West 19th Street & Neptune Ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.750182,-73.86798599999999,,2018-08-17T00:57:49.000,Queens,Emergency Response Incidents,Utility-Other,98th Street & 38th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.668977302679714,-73.92550441739974,,2018-08-17T06:19:24.000,Brooklyn,Emergency Response Incidents,Fire-3rd Alarm,291 Buffalo Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82134655736019,-73.95795374268586,,2018-09-14T09:49:55.000,Manhattan,Emergency Response Incidents,Utility-Water Main,701 West 135 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.85810999999999,-73.932993,,2018-09-07T17:25:41.000,Manhattan,Emergency Response Incidents,Structural-Falling Debris,Bennett Avenue & West 192nd Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.63430557507647,-74.16621381513659,,2018-09-17T06:31:13.000,Staten ISland,Emergency Response Incidents,Structural-Stability Problem,223 South Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.60850653346974,-73.92083277058703,,2018-09-17T09:19:47.000,Brooklyn,Emergency Response Incidents,Fire-7th Alarm,5100 Kings Plaza,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.72840691395928,-74.00713762057833,,2018-08-15T17:12:18.000,Manhattan,Emergency Response Incidents,HazMat-Other,376 Hudson Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82134655736019,-73.95795374268586,,2018-09-14T09:49:55.000,Manhattan,Emergency Response Incidents,Utility-Water Main,701 West 135 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.76115299999999,-73.95786,,2019-07-06T16:51:31.000,Manhattan,Emergency Response Incidents,Utility-Other,East 63 Street  & York Aveune,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64821698860304,-73.99890693479128,,2018-09-12T14:09:41.000,Brooklyn,Emergency Response Incidents,Fire-Collapse,714 39th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71668516036854,-73.86194610595594,,2018-09-05T09:25:22.000,Queens,Emergency Response Incidents,Aviation-Passenger Aircraft,,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.75366153424913,-73.8293131270992,,2019-06-08T12:42:28.000,Queens,Emergency Response Incidents,Fire-3rd Alarm,134-14 Franklin Ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64668520007244,-73.97087853121435,,2018-08-22T03:52:59.000,Brooklyn,Emergency Response Incidents,Fire-4th Alarm,453 Coney Island Ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74862336580302,-73.78334184736558,,2018-09-07T11:55:20.000,Queens,Emergency Response Incidents,Fire-Haz Mat,50-18 196th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.85810999999999,-73.932993,,2018-09-07T17:25:41.000,Manhattan,Emergency Response Incidents,Structural-Falling Debris,Bennett Avenue & West 192nd Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.57881300000001,-73.9862775,,2018-08-11T21:12:15.000,Brooklyn,Emergency Response Incidents,Transportation-Other,West 19th Street & Neptune Ave,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64821698860304,-73.99890693479128,,2018-09-12T14:09:41.000,Brooklyn,Emergency Response Incidents,Fire-Collapse,714 39th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64821698860304,-73.99890693479128,,2018-09-12T14:09:41.000,Brooklyn,Emergency Response Incidents,Rescue-Technical,714 39th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82134655736019,-73.95795374268586,,2018-09-14T09:49:55.000,Manhattan,Emergency Response Incidents,Utility-Water Main,701 West 135 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.7617818373536,-73.98498213350449,,2018-09-25T14:48:27.000,Manhattan,Emergency Response Incidents,Fire-Manhole,226 West 50 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.61825505522539,-73.93215402943036,,2019-04-17T06:47:50.000,Brooklyn,Emergency Response Incidents,Fire-5th Alarm,2118 Flatbush Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64821698860304,-73.99890693479128,,2018-09-12T14:09:41.000,Brooklyn,Emergency Response Incidents,Rescue-Technical,714 39th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.76473190787108,-73.90474815638532,,2018-09-26T04:25:24.000,queens,Emergency Response Incidents,Structural-Collapse,48-15 25 avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.64821698860304,-73.99890693479128,,2018-09-12T14:09:41.000,Brooklyn,Emergency Response Incidents,Rescue-Technical,714 39th street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.82134655736019,-73.95795374268586,,2018-09-14T09:49:55.000,Manhattan,Emergency Response Incidents,Utility-Water Main,701 West 135 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71400364095638,-73.82998933154158,2017-03-20T12:45:26.000,2017-03-04T23:13:52.000,Queens,Emergency Response Incidents,Fire-7th Alarm,110-14 Liberty Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-02-17T07:09:41.000,Manhattan,Emergency Response Incidents,Fire-10-76 (Commercial High Rise Fire),1535 Broadway,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-14T03:04:32.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,7 East 84 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-14T03:04:32.000,Manhattan,Emergency Response Incidents,Fire-3rd Alarm,7 East 84 Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.71442154062271,-74.00607638041981,,2017-03-25T01:00:22.000,Manhattan,Emergency Response Incidents,Law Enforcement-Suspicious Package,77 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.73980334759674,-73.94625169329478,2018-10-01T21:19:20.000,2018-09-29T20:21:24.000,Queens,Emergency Response Incidents,Fire-4th Alarm,23-59 Borden Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74003718789318,-73.99063758200136,,2018-07-19T07:02:24.000,Manhattan,Emergency Response Incidents,Utility-Steam Main,141 5th Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.876497,-73.904562,,2019-12-17T07:10:12.000,Bronx,Emergency Response Incidents,Transportation-Other,Major Deegan Expressway  & West 230th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.6693358484621,-73.7935971483639,,2019-11-30T15:12:28.000,Queens,Emergency Response Incidents,Utility-Sewer Service,130-40 Inwood street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.63962526726879,-73.92197066166545,,2019-11-14T15:11:37.000,Brooklyn,Emergency Response Incidents,Fire-2nd Alarm,5710 Preston Court,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74507,-73.9725795,,2019-10-08T05:52:32.000,Manhattan,Emergency Response Incidents,Utility-Steam Service Line,East 36th Street & First Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.60850653346974,-73.92083277058703,,2018-09-17T09:19:47.000,Brooklyn,Emergency Response Incidents,Fire-7th Alarm,5100 Kings Plaza,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.75181981181838,-73.98100404968547,,2018-09-18T07:22:35.000,Manhattan,Emergency Response Incidents,Fire-10-76 (Commercial High Rise Fire),10 East 40th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.68105021233186,-73.95517661726011,,2017-12-07T05:37:05.000,Brooklyn,Emergency Response Incidents,Fire-4th Alarm,1163 Fulton Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.865725823730216,-73.92321583015469,,2019-08-19T11:35:02.000,Manhattan,Emergency Response Incidents,Fire-2nd Alarm,71 Vermilyea Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.74844885622373,-73.90506180042141,,2018-10-08T12:53:54.000,Queens,Emergency Response Incidents,Utility-Water Main,37-63 58th Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.70322165528881,-73.94421509449485,,2019-10-30T01:32:00.000,Brooklyn,Emergency Response Incidents,Structural-Scaffold,30 Manhattan Avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.817362903139234,-73.88718567358201,2019-08-14T01:36:51.000,2019-08-13T23:25:50.000,Bronx,Emergency Response Incidents,Fire-2nd Alarm,814 Faile Street,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
40.63764021593855,-73.99302288885674,,2019-06-17T12:10:48.000,Brooklyn,Emergency Response Incidents,Utility-Gas High Pressure,4620 12th avenue,cityofnewyork,https://data.cityofnewyork.us/d/pasr-j7fb
