city,state,domain,population,dataset_name,dataset_id,dataset_url,total_columns,match_score,all_columns_match,has_coordinates,has_date,has_time,has_location_description,has_crime_type,has_crime_description,has_arrest,columns_list
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in February 2011,https://www.arcgis.com/home/item.html?id=3f8c2e2c0c604df69f40ca5d4d44e922&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=3f8c2e2c0c604df69f40ca5d4d44e922&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in December 2009,https://www.arcgis.com/home/item.html?id=42851dc219334af280848c540a8fdc8a&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=42851dc219334af280848c540a8fdc8a&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in April 2011,https://www.arcgis.com/home/item.html?id=8e90827bd31440a697ae85aa80c187a5&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=8e90827bd31440a697ae85aa80c187a5&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in January 2011,https://www.arcgis.com/home/item.html?id=dba1a31d08de417a867ad4ad1c11fc86&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=dba1a31d08de417a867ad4ad1c11fc86&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in August 2009,https://www.arcgis.com/home/item.html?id=10d9348a1a8640d885ae5471beabe00c&sublayer=7,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=10d9348a1a8640d885ae5471beabe00c&sublayer=7,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in July 2009,https://www.arcgis.com/home/item.html?id=26542a56936047d2acba4e3da38e7b35&sublayer=6,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=26542a56936047d2acba4e3da38e7b35&sublayer=6,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in June 2009,https://www.arcgis.com/home/item.html?id=2aafd56019a74b868b4d18939f93edf6&sublayer=5,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=2aafd56019a74b868b4d18939f93edf6&sublayer=5,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in October 2009,https://www.arcgis.com/home/item.html?id=3ac14516051d4e399ec95a74929023f7&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=3ac14516051d4e399ec95a74929023f7&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in September 2009,https://www.arcgis.com/home/item.html?id=6fa96d2b20364bac88d18048e7cdc91e&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=6fa96d2b20364bac88d18048e7cdc91e&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in November 2009,https://www.arcgis.com/home/item.html?id=baf2befc1b794ccb8c2e6874bb84f8b0&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=baf2befc1b794ccb8c2e6874bb84f8b0&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in May 2009,https://www.arcgis.com/home/item.html?id=06fb35a284e5466fbf5c8891707794bb&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=06fb35a284e5466fbf5c8891707794bb&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in March 2009,https://www.arcgis.com/home/item.html?id=08ca719ef1e343ceb551c7bd28d9cb22&sublayer=2,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=08ca719ef1e343ceb551c7bd28d9cb22&sublayer=2,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in April 2009,https://www.arcgis.com/home/item.html?id=37c76fb6fda04804ab20a745a60cbe98&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=37c76fb6fda04804ab20a745a60cbe98&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in January 2009,https://www.arcgis.com/home/item.html?id=e7431d6341c0426c8f9b5f5a14ff061d&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=e7431d6341c0426c8f9b5f5a14ff061d&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in February 2009,https://www.arcgis.com/home/item.html?id=f057850d3c4544f7bc0deefed2cb39ea&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=f057850d3c4544f7bc0deefed2cb39ea&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in November 2015,https://www.arcgis.com/home/item.html?id=f1902d8ea4c54d289398db2527080df4&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=f1902d8ea4c54d289398db2527080df4&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in September 2015,https://www.arcgis.com/home/item.html?id=0e054d69efea44239dc9c63cf59c6c7d&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=0e054d69efea44239dc9c63cf59c6c7d&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in August 2015,https://www.arcgis.com/home/item.html?id=44ae90d74fb94ddb962356be7062dcde&sublayer=7,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=44ae90d74fb94ddb962356be7062dcde&sublayer=7,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in December 2015,https://www.arcgis.com/home/item.html?id=6931f45412e14e96988fad6aeebc3798&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=6931f45412e14e96988fad6aeebc3798&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in July 2015,https://www.arcgis.com/home/item.html?id=8234913515674cf3ab63edc07d0d00c1&sublayer=6,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=8234913515674cf3ab63edc07d0d00c1&sublayer=6,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in October 2015,https://www.arcgis.com/home/item.html?id=9dd17fd4b5e7460aa88f1ff26bcdf0b4&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=9dd17fd4b5e7460aa88f1ff26bcdf0b4&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in June 2015,https://www.arcgis.com/home/item.html?id=0964b879af2e4b50a5ddd947d94063c3&sublayer=5,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=0964b879af2e4b50a5ddd947d94063c3&sublayer=5,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in March 2015,https://www.arcgis.com/home/item.html?id=1805e977ddb34a6b93e94200887c8349&sublayer=2,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=1805e977ddb34a6b93e94200887c8349&sublayer=2,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in February 2015,https://www.arcgis.com/home/item.html?id=4c5d5e0ec6924410bd104c33fa8748b2&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=4c5d5e0ec6924410bd104c33fa8748b2&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in May 2015,https://www.arcgis.com/home/item.html?id=799ce041037144f8a6b190ef6395c058&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=799ce041037144f8a6b190ef6395c058&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in April 2015,https://www.arcgis.com/home/item.html?id=ca3c52af582a40a1a74b92c8bb545a50&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=ca3c52af582a40a1a74b92c8bb545a50&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in November 2014,https://www.arcgis.com/home/item.html?id=1d21b24d01344b22a8a30181a514ccb5&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=1d21b24d01344b22a8a30181a514ccb5&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in December 2014,https://www.arcgis.com/home/item.html?id=b06d44c1fae840aca9e8c00a9f8535bc&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=b06d44c1fae840aca9e8c00a9f8535bc&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in September 2014,https://www.arcgis.com/home/item.html?id=43b1a0a986424d48afa3f15e53e8c804&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=43b1a0a986424d48afa3f15e53e8c804&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in October 2014,https://www.arcgis.com/home/item.html?id=90e060f20b63426c9f9cee968c608eb9&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=90e060f20b63426c9f9cee968c608eb9&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in April 2014,https://www.arcgis.com/home/item.html?id=9f0f9c429c4043c786a4fbce7a9122d7&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=9f0f9c429c4043c786a4fbce7a9122d7&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in August 2014,https://www.arcgis.com/home/item.html?id=ad8fc78a3157483fb8f1fcf7f20adbe5&sublayer=7,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=ad8fc78a3157483fb8f1fcf7f20adbe5&sublayer=7,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in July 2014,https://www.arcgis.com/home/item.html?id=b9d2163e02b143e38051c4dde5042fcd&sublayer=6,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=b9d2163e02b143e38051c4dde5042fcd&sublayer=6,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in January 2015,https://www.arcgis.com/home/item.html?id=c4919319d3ce4107bc2e484811deaa4e&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=c4919319d3ce4107bc2e484811deaa4e&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in May 2014,https://www.arcgis.com/home/item.html?id=0c9a4824d0124499be1ebaf8f0201ed9&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=0c9a4824d0124499be1ebaf8f0201ed9&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in June 2014,https://www.arcgis.com/home/item.html?id=1945a24707b140f7973ccdda7b391515&sublayer=5,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=1945a24707b140f7973ccdda7b391515&sublayer=5,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in February 2014,https://www.arcgis.com/home/item.html?id=30b8e32da5c44ee6b83fc3a6ad7e440c&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=30b8e32da5c44ee6b83fc3a6ad7e440c&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in January 2014,https://www.arcgis.com/home/item.html?id=3aa64d8146ad4693b2e4f98aea871e72&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=3aa64d8146ad4693b2e4f98aea871e72&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in December 2012,https://www.arcgis.com/home/item.html?id=83471ebee37e43018097d7e2cf4d42ea&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=83471ebee37e43018097d7e2cf4d42ea&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in March 2014,https://www.arcgis.com/home/item.html?id=c15caa8cb5f04d2db920ffad1c8bd00f&sublayer=2,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=c15caa8cb5f04d2db920ffad1c8bd00f&sublayer=2,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in November 2012,https://www.arcgis.com/home/item.html?id=194df2068246477693ed745a1ab2cbbd&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=194df2068246477693ed745a1ab2cbbd&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in September 2012,https://www.arcgis.com/home/item.html?id=21d511ff2e9f448592006fbd71845734&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=21d511ff2e9f448592006fbd71845734&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in October 2012,https://www.arcgis.com/home/item.html?id=2891cbaec3844f91864ce1a6cb507126&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=2891cbaec3844f91864ce1a6cb507126&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in May 2012,https://www.arcgis.com/home/item.html?id=7a15410fcb714b16a7526e4c7ba931d2&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=7a15410fcb714b16a7526e4c7ba931d2&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in August 2012,https://www.arcgis.com/home/item.html?id=8dd1ac40211347e7b79dbad77af9e066&sublayer=7,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=8dd1ac40211347e7b79dbad77af9e066&sublayer=7,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in July 2012,https://www.arcgis.com/home/item.html?id=934f3c014a554b2cb951ea2de62a113b&sublayer=6,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=934f3c014a554b2cb951ea2de62a113b&sublayer=6,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in February 2012,https://www.arcgis.com/home/item.html?id=004489beedce436ca96d423afe682cf1&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=004489beedce436ca96d423afe682cf1&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in December 2011,https://www.arcgis.com/home/item.html?id=67d4ab93b2cf4bdcba85368ce9f11507&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=67d4ab93b2cf4bdcba85368ce9f11507&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in January 2012,https://www.arcgis.com/home/item.html?id=ae73b2ff3bfe4893917465be65634f47&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=ae73b2ff3bfe4893917465be65634f47&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in March 2012,https://www.arcgis.com/home/item.html?id=bbe8e0be605c43f28e62158efaa06398&sublayer=2,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=bbe8e0be605c43f28e62158efaa06398&sublayer=2,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations  Issued in April 2012,https://www.arcgis.com/home/item.html?id=c8cf5e6f96de4630a7e31ee07b1b4ebe&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=c8cf5e6f96de4630a7e31ee07b1b4ebe&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in September 2011,https://www.arcgis.com/home/item.html?id=3aaacd157831498ebbc2ee06e3907009&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=3aaacd157831498ebbc2ee06e3907009&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in August 2011,https://www.arcgis.com/home/item.html?id=4698a7d0cb6b403da33a34af579ad6a6&sublayer=7,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=4698a7d0cb6b403da33a34af579ad6a6&sublayer=7,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in July 2011,https://www.arcgis.com/home/item.html?id=570624ed24f5440486cd2c8249337b0f&sublayer=6,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=570624ed24f5440486cd2c8249337b0f&sublayer=6,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in October 2011,https://www.arcgis.com/home/item.html?id=7ef1340871a24b27bfa4f18a07b16340&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=7ef1340871a24b27bfa4f18a07b16340&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in November 2011,https://www.arcgis.com/home/item.html?id=aab33e0a31ec4916ae3427c10ee050ee&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=aab33e0a31ec4916ae3427c10ee050ee&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in February 2011,https://www.arcgis.com/home/item.html?id=6b45df3c56594186a9e17f99d6042c77&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=6b45df3c56594186a9e17f99d6042c77&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in April 2011,https://www.arcgis.com/home/item.html?id=71195761feb84b1a8c9a0121828afa09&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=71195761feb84b1a8c9a0121828afa09&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in June 2011,https://www.arcgis.com/home/item.html?id=ad4598e6bbca4e148c256d003c6b5197&sublayer=5,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=ad4598e6bbca4e148c256d003c6b5197&sublayer=5,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in May 2011,https://www.arcgis.com/home/item.html?id=cbf930e98c664e6798606284beb7bbe5&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=cbf930e98c664e6798606284beb7bbe5&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in March 2011,https://www.arcgis.com/home/item.html?id=ead7d4be78bd471e942cc5ba65387de9&sublayer=2,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=ead7d4be78bd471e942cc5ba65387de9&sublayer=2,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in October 2009,https://www.arcgis.com/home/item.html?id=0db77422c1aa4e47818e9a099e07a5f9&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=0db77422c1aa4e47818e9a099e07a5f9&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in November 2009,https://www.arcgis.com/home/item.html?id=14b75acec6884132bbd401718ce886aa&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=14b75acec6884132bbd401718ce886aa&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in December 2009,https://www.arcgis.com/home/item.html?id=e21729b82ceb4448baf07531a1f8714d&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=e21729b82ceb4448baf07531a1f8714d&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in January 2011,https://www.arcgis.com/home/item.html?id=fa44cbf8ebd64eaa801539bcebf31988&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=fa44cbf8ebd64eaa801539bcebf31988&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Moving Violations Issued in September 2009,https://www.arcgis.com/home/item.html?id=063107e82dea494c9c7b0dbeb77abfdc&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=063107e82dea494c9c7b0dbeb77abfdc&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in March 2016,https://www.arcgis.com/home/item.html?id=825f603d4cfc41fe9cf9ee74c359f893&sublayer=2,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=825f603d4cfc41fe9cf9ee74c359f893&sublayer=2,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in February 2016,https://www.arcgis.com/home/item.html?id=150cf72502b344448d900a4f1d779b3a&sublayer=1,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=150cf72502b344448d900a4f1d779b3a&sublayer=1,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in April 2016,https://www.arcgis.com/home/item.html?id=977602b156f74e41ae2dabbfaca42e20&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=977602b156f74e41ae2dabbfaca42e20&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in May 2016,https://www.arcgis.com/home/item.html?id=b86079c597e14bc199f2fff0025a1f77&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=b86079c597e14bc199f2fff0025a1f77&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in January 2016,https://www.arcgis.com/home/item.html?id=7e688a52e65d49c0beef48289860f465&sublayer=0,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=7e688a52e65d49c0beef48289860f465&sublayer=0,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in August 2015,https://www.arcgis.com/home/item.html?id=13fd2526f4da4da294e1bd1ba1b10d4f&sublayer=7,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=13fd2526f4da4da294e1bd1ba1b10d4f&sublayer=7,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in November 2015,https://www.arcgis.com/home/item.html?id=9b040759c7264e59b8943fea0f081725&sublayer=10,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=9b040759c7264e59b8943fea0f081725&sublayer=10,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in December 2015,https://www.arcgis.com/home/item.html?id=2e967e9053144a309680fccea0f7b4e1&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=2e967e9053144a309680fccea0f7b4e1&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in October 2015,https://www.arcgis.com/home/item.html?id=58e41f6541bf4c10b94342ba7d7f6442&sublayer=9,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=58e41f6541bf4c10b94342ba7d7f6442&sublayer=9,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in September 2015,https://www.arcgis.com/home/item.html?id=a0eea990ba9f4ef9a23f94bc8fdb6871&sublayer=8,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=a0eea990ba9f4ef9a23f94bc8fdb6871&sublayer=8,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in April 2015,https://www.arcgis.com/home/item.html?id=c6037ff5ae924f8f845512d7a164abf2&sublayer=3,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=c6037ff5ae924f8f845512d7a164abf2&sublayer=3,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in May 2015,https://www.arcgis.com/home/item.html?id=f3336832f98d4ccab272c2d3eb1ed3bc&sublayer=4,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=f3336832f98d4ccab272c2d3eb1ed3bc&sublayer=4,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
Washington,DC,opendata.dc.gov,705749,Parking Violations Issued in December 2013,https://www.arcgis.com/home/item.html?id=5d582d5304424c9b823985c294faba66&sublayer=11,https://opendata.dc.gov/d/https://www.arcgis.com/home/item.html?id=5d582d5304424c9b823985c294faba66&sublayer=11,1,0.0,False,False,False,False,False,False,False,False,unknown_columns
